City,Country,Year,Semester,Major,Second major,Program,Term,Gender
Granada,Spain,2018,Fall,Economics,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Literary Arts,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Economics,Business (General),*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Yes,,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,Computer Science,Comparative Literature,*Brown in Granada Spain (CASA) - Direct Enrollment,Fall 2018 ,Female
Granada,Spain,2018,Fall,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,Modern Culture and Media,Africana Studies,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,Literary Arts,Philosophy,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Fall 2018 ,Male
Granada,Spain,2018,Fall,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,English Literature,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,History,,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Male
Granada,Spain,2018,Fall,Computer Science,Modern Culture and Media,*Brown in Granada Spain (CASA) - Intensive Language Program,Fall 2018 ,Female
Granada,Spain,2018,Fall,International Relations,Middle East Studies,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Middle East Studies,None,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Computer Science,Economics,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,Economics,Philosophy,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,No,Sociology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Religious Studies,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Psychology,Political Science,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,History,,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Male
Granada,Spain,2018,Fall,Music,Psychology,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2018,Fall,Philosophy,Architecture,*Mid-Year Transfer Program - Brown in Spain *Restricted Application*,Fall 2018 ,Female
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female
Granada,Spain,2017,Spring,Literary Arts,Spanish,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2017 ,Female
Granada,Spain,2017,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Environmental Studies,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Political Science,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,"Commerce, Organizations & Entrepreneurship",,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,History,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,None,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Economics,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,International Relations,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2017 ,Male
Granada,Spain,2017,Spring,Environmental Science,Visual Art,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Political Science,Literary Arts,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Archeology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Spanish,Computer Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female
Granada,Spain,2017,Spring,Biology,Cognitive Science,*Brown in Granada Spain (CASA) - Translation Program,Spring 2017 ,Female
Granada,Spain,2018,Spring,Biochemistry,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Neuroscience,,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Business (General),,*Brown in Granada Spain (CASA) - Direct Enrollment,Spring 2018 ,Female
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Computer Science,Visual Art,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Business (General),,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Male
Granada,Spain,2018,Spring,Comparative Literature,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,English Literature,Visual Art,*Brown in Granada Spain (CASA) - Hispanic Studies Program,Spring 2018 ,Male
Granada,Spain,2018,Spring,Yes,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Biology,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Male
Granada,Spain,2018,Spring,Cognitive Neuroscience,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Yes,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,History,Biology,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Physics,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Male
Granada,Spain,2018,Spring,English Literature,Spanish,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Male
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Female
Granada,Spain,2018,Spring,Linguistics,,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Female
Haifa,Israel,2016,Fall,International Relations,Comparative Literature,University of Haifa - Direct Enrollment,Fall 2016 ,Male
Harbin,"China, People's Republic of",2017,Fall,Biochemistry,,CET - Harbin Institute of Technology,Fall 2017 ,Male
Harbin,"China, People's Republic of",2018,Spring,International Relations,,CET - Harbin Institute of Technology,Spring 2018 ,Female
Havana,Cuba,2016,Fall,Education,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2016,Fall,Sociology,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2016,Fall,Comparative Literature,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2016,Fall,Spanish,,*Brown in Cuba (CASA),Fall 2016 ,Male
Havana,Cuba,2016,Fall,International Relations,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2016,Fall,Development Studies,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2016,Fall,Music,,*Brown in Cuba (CASA),Fall 2016 ,Male
Havana,Cuba,2016,Fall,Political Science,,*Brown in Cuba (CASA),Fall 2016 ,Female
Havana,Cuba,2017,Fall,Africana Studies,,*Brown in Cuba (CASA),Fall 2017 ,Male
Havana,Cuba,2017,Fall,Africana Studies,,*Brown in Cuba (CASA),Fall 2017 ,Female
Havana,Cuba,2017,Fall,American Studies,Art History,*Brown in Cuba (CASA),Fall 2017 ,Female
Havana,Cuba,2017,Fall,Biology,None,*Brown in Cuba (CASA),Fall 2017 ,Male
Havana,Cuba,2017,Fall,International Relations,,*Brown in Cuba (CASA),Fall 2017 ,Female
Havana,Cuba,2017,Fall,Spanish,Development Studies,*Brown in Cuba (CASA),Fall 2017 ,Female
Havana,Cuba,2017,Fall,Computer Science,Africana Studies,*Brown in Cuba (CASA),Fall 2017 ,Male
Havana,Cuba,2018,Fall,Public Policy and American Institutions,,*Brown in Cuba (CASA),Fall 2018 ,Female
Havana,Cuba,2018,Fall,None,None,*Brown in Cuba (CASA),Fall 2018 ,Female
Havana,Cuba,2018,Fall,Cognitive Neuroscience,Spanish,*Brown in Cuba (CASA),Fall 2018 ,Female
Havana,Cuba,2018,Fall,English Literature,,*Brown in Cuba (CASA),Fall 2018 ,Male
Havana,Cuba,2018,Fall,Africana Studies,Political Science,*Brown in Cuba (CASA),Fall 2018 ,Male
Havana,Cuba,2017,Spring,Science,None,*Brown in Cuba (CASA),Spring 2017 ,Male
Havana,Cuba,2017,Spring,International Relations,,*Brown in Cuba (CASA),Spring 2017 ,Female
Havana,Cuba,2017,Spring,Neuroscience,,*Brown in Cuba (CASA),Spring 2017 ,Male
Havana,Cuba,2018,Spring,Visual Art,Literary Arts,*Brown in Cuba (CASA),Spring 2018 ,Male
Havana,Cuba,2018,Spring,None,,*Brown in Cuba (CASA),Spring 2018 ,Female
Havana,Cuba,2018,Spring,Public Policy and American Institutions,,*Brown in Cuba (CASA),Spring 2018 ,Female
Havana,Cuba,2018,Spring,Yes,,*Brown in Cuba (CASA),Spring 2018 ,Female
Havana,Cuba,2018,Spring,History,,*Brown in Cuba (CASA),Spring 2018 ,Female
Havana,Cuba,2018,Spring,Public Policy and American Institutions,,*Brown in Cuba (CASA),Spring 2018 ,Male
Havana,Cuba,2018,Spring,Africana Studies,Public Policy and American Institutions,*Brown in Cuba (CASA),Spring 2018 ,Female
Ho Chi Minh City,Vietnam,2018,Spring,English Literature,Biology,SIT - Viet Nam: Culture Social Change and Development,Spring 2018 ,Female
Ho Chi Minh City,Vietnam,2018,Spring,Race and Ethnicity in America,,SIT - Viet Nam: Culture Social Change and Development,Spring 2018 ,Male
Hong Kong,"China, People's Republic of","2018, 2019","Fall, Spring",Computer Science,None,*Brown in Hong Kong,Entire Year - Fall 2018 and Spring 2019 ,Male
Hong Kong,"China, People's Republic of",2016,Fall,Chemical Engineering,,*Brown in Hong Kong,Fall 2016 ,Female
Hong Kong,"China, People's Republic of",2016,Fall,Computer Science,,*Brown in Hong Kong,Fall 2016 ,Male
Hong Kong,"China, People's Republic of",2016,Fall,Computer Science,,*Brown in Hong Kong,Fall 2016 ,Male
Hong Kong,"China, People's Republic of",2016,Fall,International Relations,None,*Brown in Hong Kong - Brown + 1 Program,Fall 2016 ,Male
Hong Kong,"China, People's Republic of",2017,Fall,Cognitive Science,Computer Science,*Brown in Hong Kong,Fall 2017 ,Male
Hong Kong,"China, People's Republic of",2017,Fall,Economics,,*Brown in Hong Kong,Fall 2017 ,Female
Hong Kong,"China, People's Republic of",2017,Fall,Engineering,,*Brown in Hong Kong,Fall 2017 ,Female
Hong Kong,"China, People's Republic of",2017,Fall,Economics,Religious Studies,*Brown in Hong Kong,Fall 2017 ,Male
Hong Kong,"China, People's Republic of",2017,Fall,Political Science,Economics,*Brown in Hong Kong,Fall 2017 ,Male
Hong Kong,"China, People's Republic of",2017,Fall,Art History,Philosophy,*Brown in Hong Kong,Fall 2017 ,Female
Hong Kong,"China, People's Republic of",2018,Fall,International Relations,,*Brown in Hong Kong,Fall 2018 ,Female
Hong Kong,"China, People's Republic of",2018,Fall,Cognitive Neuroscience,,*Brown in Hong Kong,Fall 2018 ,Female
Hong Kong,"China, People's Republic of",2018,Fall,Asian Studies,Sociology,*Brown in Hong Kong,Fall 2018 ,Female
Hong Kong,"China, People's Republic of",2018,Fall,International Relations,,*Brown in Hong Kong,Fall 2018 ,Female
Hong Kong,"China, People's Republic of",2018,Fall,Computer Science,,*Brown in Hong Kong,Fall 2018 ,Female
Hong Kong,"China, People's Republic of",2017,Spring,None,,*Brown in Hong Kong,Spring 2017 ,Male
Hong Kong,"China, People's Republic of",2018,Spring,Engineering,,*Brown in Hong Kong,Spring 2018 ,Male
Hong Kong,"China, People's Republic of",2018,Spring,Economics,,*Brown in Hong Kong,Spring 2018 ,Male
Hong Kong,"China, People's Republic of",2018,Spring,International Relations,History,*Brown in Hong Kong - Brown + 1 Program,Spring 2018 ,Male
Jerusalem,Israel,2017,Fall,Religious Studies,History,Hebrew University - Direct Enrollment,Fall 2017 ,Female
Jerusalem,Israel,2017,Spring,International Relations,,Hebrew University - Direct Enrollment,Spring 2017 ,Male
Jerusalem,Israel,2017,Spring,History,Judaic Studies,Hebrew University - Direct Enrollment,Spring 2017 ,Male
Jerusalem,Israel,2017,Spring,History,,Hebrew University - Direct Enrollment,Spring 2017 ,Female
Khon Kaen,Thailand,2017,Fall,Urban Studies,,CIEE - Khon Kaen University,Fall 2017 ,Male
Kyoto,Japan,2018,Fall,Computer Science,Modern Culture and Media,*Brown in Japan,Fall 2018 ,Male
Kyoto,Japan,2018,Spring,Modern Culture and Media,,*Brown in Japan,Spring 2018 ,Male
Kyoto,Japan,2018,Spring,Engineering,,*Brown in Japan,Spring 2018 ,Male
Kyoto,Japan,2018,Spring,East Asian Studies,Art History,*Brown in Japan,Spring 2018 ,Female
Kyoto,Japan,2018,Spring,Computer Science,East Asian Studies,*Brown in Japan,Spring 2018 ,Male
Legon,Ghana,2017,Spring,Sociology,American Studies,CIEE - University of Ghana,Spring 2017 ,Female
London,United Kingdom,"2016, 2017","Fall, Spring",Mathematics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2016 and Spring 2017 ,Male
London,United Kingdom,"2017, 2018","Fall, Spring",International Relations,None,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2017 and Spring 2018 ,Male
London,United Kingdom,"2018, 2019","Fall, Spring",Literary Arts,,*Brown in the U.K. - King's College London,Entire Year - Fall 2018 and Spring 2019 ,Female
London,United Kingdom,"2018, 2019","Fall, Spring",Yes,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Male
London,United Kingdom,"2018, 2019","Fall, Spring",Economics,,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female
London,United Kingdom,"2018, 2019","Fall, Spring",International Relations,Middle East Studies,*Brown in the U.K. - London School of Economics & Political Science,Entire Year - Fall 2018 and Spring 2019 ,Female
London,United Kingdom,2016,Fall,Yes,,"*Brown in the U.K. - Goldsmiths College, University of London",Fall 2016 ,Female
London,United Kingdom,2016,Fall,None,,*Brown in the U.K. - King's College London,Fall 2016 ,Female
London,United Kingdom,2016,Fall,Biology,,*Brown in the U.K. - King's College London,Fall 2016 ,Female
London,United Kingdom,2016,Fall,Business (General),,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2016 ,Male
London,United Kingdom,2016,Fall,Economics,,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2016 ,Female
London,United Kingdom,2016,Fall,Psychology,,*Brown in the U.K. - University College London,Fall 2016 ,Female
London,United Kingdom,2016,Fall,Biology,Economics,*Brown in the U.K. - University College London,Fall 2016 ,Male
London,United Kingdom,2016,Fall,Biochemistry,,*Brown in the U.K. - University College London,Fall 2016 ,Male
London,United Kingdom,2016,Fall,No,,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Male
London,United Kingdom,2016,Fall,Art History,Political Science,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Male
London,United Kingdom,2016,Fall,English Literature,,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Female
London,United Kingdom,2016,Fall,History,Theatre Arts and Performance Studies,Fordham University - London Dramatic Academy,Fall 2016 ,Female
London,United Kingdom,2017,Fall,Literary Arts,,"*Brown in the U.K. - Goldsmiths College, University of London",Fall 2017 ,Female
London,United Kingdom,2017,Fall,Literary Arts,Comparative Literature,*Brown in the U.K. - King's College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,International Relations,Classics,*Brown in the U.K. - King's College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - King's College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Computer Science,,*Brown in the U.K. - King's College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - King's College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Biology,,*Brown in the U.K. - King's College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Art History,None,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2017 ,Female
London,United Kingdom,2017,Fall,Economics,Development Studies,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Fall 2017 ,Male
London,United Kingdom,2017,Fall,International Relations,English Literature,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Fall 2017 ,Female
London,United Kingdom,2017,Fall,PreMed,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Geology,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Chemistry,,*Brown in the U.K. - University College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Male
London,United Kingdom,2017,Fall,Environmental Studies,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Cognitive Neuroscience,,*Brown in the U.K. - University College London,Fall 2017 ,Female
London,United Kingdom,2017,Fall,Economics,Political Science,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2017 ,Male
London,United Kingdom,2017,Fall,Law,Film Studies,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2017 ,Female
London,United Kingdom,2018,Fall,History of Art and Architecture,,*Brown in the U.K. - King's College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,Modern Culture and Media,,*Brown in the U.K. - King's College London,Fall 2018 ,Male
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,Literary Arts,Political Science,*Brown in the U.K. - King's College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,None,,*Brown in the U.K. - King's College London,Fall 2018 ,Male
London,United Kingdom,2018,Fall,Environmental Science,None,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2018 ,Female
London,United Kingdom,2018,Fall,Economics,,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2018 ,Male
London,United Kingdom,2018,Fall,None,Modern Culture and Media,*Brown in the U.K. - University College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2018 ,Female
London,United Kingdom,2018,Fall,Political Science,,*Brown in the U.K. - University College London,Fall 2018 ,Female
London,United Kingdom,2017,Spring,Sociology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,None,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Mathematics,,*Brown in the U.K. - King's College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Engineering,,*Brown in the U.K. - King's College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,Comparative Literature,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,International Relations,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,History,Literary Arts,*Brown in the U.K. - King's College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,Yes,,*Brown in the U.K. - King's College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Yes,,*Brown in the U.K. - University College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Economics,Philosophy,*Brown in the U.K. - University College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,Latin,,*Brown in the U.K. - University College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,Neuroscience,None,*Brown in the U.K. - University College London,Spring 2017 ,Male
London,United Kingdom,2017,Spring,History,,*Brown in the U.K. - University College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,None,None,*Brown in the U.K. - University College London,Spring 2017 ,Female
London,United Kingdom,2017,Spring,Computer Science,,*Brown in the U.K. - University College London,Spring 2017 ,Female
London,United Kingdom,2018,Spring,Modern Culture and Media,Education,"*Brown in the U.K. - Goldsmiths College, University of London",Spring 2018 ,Female
London,United Kingdom,2018,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2018 ,Male
London,United Kingdom,2018,Spring,Biology,Visual Art,*Brown in the U.K. - King's College London,Spring 2018 ,Female
London,United Kingdom,2018,Spring,Archeology,Middle East Studies,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Spring 2018 ,Female
London,United Kingdom,2018,Spring,None,Africana Studies,*Brown in the U.K. - University College London,Spring 2018 ,Female
London,United Kingdom,2018,Spring,Africana Studies,Political Science,*Brown in the U.K. - University College London,Spring 2018 ,Female
London,United Kingdom,2018,Spring,Computer Science,Urban Studies,*Brown in the U.K. - University College London,Spring 2018 ,Male
Lyon,France,"2017, 2018","Fall, Spring",None,,*Brown in France - Lyon,Entire Year - Fall 2017 and Spring 2018 ,Female
Lyon,France,2016,Fall,Sociology,Mathematics,*Brown in France - Lyon,Fall 2016 ,Male
Lyon,France,2016,Fall,Public Policy and American Institutions,,*Brown in France - Lyon,Fall 2016 ,Male
Lyon,France,2016,Fall,International Relations,,*Brown in France - Lyon,Fall 2016 ,Female
Lyon,France,2016,Fall,Philosophy,Cognitive Science,*Brown in France - Lyon,Fall 2016 ,Male
Lyon,France,2016,Fall,Urban Studies,,*Brown in France - Lyon,Fall 2016 ,Female
Lyon,France,2018,Fall,Psychology,,*Brown in France - Lyon,Fall 2018 ,Female
Lyon,France,2018,Fall,Religious Studies,International Relations,*Brown in France - Lyon,Fall 2018 ,Female
Lyon,France,2018,Fall,Statistical Sciences,Political Science,*Brown in France - Lyon,Fall 2018 ,Male
Lyon,France,2018,Fall,Economics,,*Brown in France - Lyon,Fall 2018 ,Male
Lyon,France,2018,Fall,Cognitive Science,,*Brown in France - Lyon,Fall 2018 ,Male
