City,Country,Year,Semester,Major,Second major,Program,Term,Gender
Lyon,France,2018,Fall,Public Policy and American Institutions,Religious Studies,*Brown in France - Lyon,Fall 2018 ,Female
Lyon,France,2017,Spring,International Relations,Economics,*Brown in France - Lyon,Spring 2017 ,Female
Lyon,France,2017,Spring,International Relations,,*Brown in France - Lyon,Spring 2017 ,Male
Lyon,France,2017,Spring,Africana Studies,French,*Brown in France - Lyon,Spring 2017 ,Male
Lyon,France,2017,Spring,No,,*Brown in France - Lyon,Spring 2017 ,Female
Lyon,France,2017,Spring,Cognitive Neuroscience,,*Brown in France - Lyon,Spring 2017 ,Female
Lyon,France,2017,Spring,History,Comparative Literature,*Brown in France - Lyon,Spring 2017 ,Male
Lyon,France,2017,Spring,None,,*Brown in France - Lyon,Spring 2017 ,Male
Lyon,France,2018,Spring,International Relations,,*Brown in France - Lyon,Spring 2018 ,Female
Lyon,France,2018,Spring,International Relations,Environmental Studies,*Brown in France - Lyon,Spring 2018 ,Male
Lyon,France,2018,Spring,Music,,*Brown in France - Lyon,Spring 2018 ,Male
Melbourne,Australia,"2017, 2018","Fall, Spring",Philosophy,Music,IFSA Butler - University of Melbourne,Entire Year - Fall 2017 and Spring 2018 ,Male
Melbourne,Australia,2016,Fall,Public Policy and American Institutions,,IFSA Butler - University of Melbourne,Fall 2016 ,Male
Melbourne,Australia,2016,Fall,Physics,,IFSA Butler - University of Melbourne,Fall 2016 ,Female
Melbourne,Australia,2018,Fall,Engineering,,IFSA Butler - University of Melbourne,Fall 2018 ,Female
Melbourne,Australia,2018,Fall,American Studies,,IFSA Butler - University of Melbourne,Fall 2018 ,Female
Melbourne,Australia,2018,Spring,Psychology,,IFSA Butler - University of Melbourne,Spring 2018 ,Female
Melbourne,Australia,2018,Spring,International Relations,,IFSA Butler - University of Melbourne,Spring 2018 ,Female
Monteverde,Costa Rica,2018,Spring,Environmental Science,,CIEE - Monteverde Institute: Sustainability & the Environment,Spring 2018 ,Female
Moscow,Russia,2017,Spring,International Relations,,Middlebury College - Russian State University for the Humanities,Spring 2017 ,Female
Moscow,Russia,2017,Spring,Slavic Languages,Political Science,Middlebury College - Russian State University for the Humanities,Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",International Relations,East Asian Studies,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female
Oxford,United Kingdom,"2016, 2017","Fall, Spring",English Literature,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2016 and Spring 2017 ,Female
Oxford,United Kingdom,"2016, 2017","Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",Economics,Theatre Arts and Performance Studies,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",International Relations,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Female
Oxford,United Kingdom,"2016, 2017","Fall, Spring",None,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",Classics,International Relations,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",None,,"*Brown in the U.K. - Oxford University, St. Edmund Hall",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",No,No,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female
Oxford,United Kingdom,"2016, 2017","Fall, Spring",Archeology,Environmental Studies,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Male
Oxford,United Kingdom,"2016, 2017","Fall, Spring",Biology,,"*Brown in the U.K. - Oxford University, St. Peter's College",Entire Year - Fall 2016 and Spring 2017 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Literary Arts,,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Management,Art History,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",English Literature,Literary Arts,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",International Relations,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",English Literature,Anthropology,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Religious Studies,Philosophy,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",History,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Political Science,Economics,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2017 and Spring 2018 ,Male
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Psychology,Literary Arts,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Philosophy,English Literature,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2017, 2018","Fall, Spring",Computer Science,Cognitive Science,"*Brown in the U.K. - Oxford University, St. Anne's College",Entire Year - Fall 2017 and Spring 2018 ,Female
Oxford,United Kingdom,"2018, 2019","Fall, Spring",Physics,Philosophy,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Male
Oxford,United Kingdom,"2018, 2019","Fall, Spring",History,Comparative Literature,"*Brown in the U.K. - Oxford University, Lady Margaret Hall",Entire Year - Fall 2018 and Spring 2019 ,Female
Oxford,United Kingdom,"2018, 2019","Fall, Spring",Political Science,,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Male
Oxford,United Kingdom,"2018, 2019","Fall, Spring",Political Science,History,"*Brown in the U.K. - Oxford University, Pembroke College",Entire Year - Fall 2018 and Spring 2019 ,Female
Paris,France,"2016, 2017","Fall, Spring",Comparative Literature,Architecture,*Brown in France - Paris,Entire Year - Fall 2016 and Spring 2017 ,Male
Paris,France,"2017, 2018","Fall, Spring",Comparative Literature,,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female
Paris,France,"2017, 2018","Fall, Spring",Biology,None,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Male
Paris,France,"2017, 2018","Fall, Spring",Economics,History,*Brown in France - Paris,Entire Year - Fall 2017 and Spring 2018 ,Female
Paris,France,"2018, 2019","Fall, Spring",Mathematics,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Female
Paris,France,"2018, 2019","Fall, Spring",Neuroscience,None,*Brown in France - Paris,Entire Year - Fall 2018 and Spring 2019 ,Male
Paris,France,2016,Fall,Urban Studies,Economics,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,Economics,,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,Mathematics,,*Brown in France - Paris,Fall 2016 ,Female
Paris,France,2016,Fall,Yes,,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,International Relations,,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,Economics,,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,English Literature,,*Brown in France - Paris,Fall 2016 ,Female
Paris,France,2016,Fall,None,French,*Brown in France - Paris,Fall 2016 ,Male
Paris,France,2016,Fall,Natural Sciences,,*Brown in France - Paris,Fall 2016 ,Female
Paris,France,2016,Fall,Comparative Literature,,*Brown in France - Paris,Fall 2016 ,Female
Paris,France,2017,Fall,Public Policy and American Institutions,French,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Art History,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,History,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,French,Literary Arts,*Brown in France - Paris,Fall 2017 ,Male
Paris,France,2017,Fall,International Relations,None,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,French,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,International Relations,French,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Theatre Arts and Performance Studies,French,*Brown in France - Paris,Fall 2017 ,Male
Paris,France,2017,Fall,History,International Relations,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Education,History,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Comparative Literature,Economics,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Literary Arts,Political Science,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Classics,,*Brown in France - Paris,Fall 2017 ,Male
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,Political Science,Economics,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female
Paris,France,2018,Fall,Computational Biology,,*Brown in France - Paris,Fall 2018 ,Male
Paris,France,2018,Fall,International Relations,,*Brown in France - Paris,Fall 2018 ,Female
Paris,France,2018,Fall,Environmental Studies,,*Brown in France - Paris,Fall 2018 ,Female
Paris,France,2018,Fall,Computer Science,,*Brown in France - Paris,Fall 2018 ,Female
Paris,France,2017,Spring,Computer Science,,*Brown in France - Paris,Spring 2017 ,Male
Paris,France,2017,Spring,International Relations,,*Brown in France - Paris,Spring 2017 ,Female
Paris,France,2017,Spring,Comparative Literature,Public Policy and American Institutions,*Brown in France - Paris,Spring 2017 ,Female
Paris,France,2017,Spring,Computer Science,French,*Brown in France - Paris,Spring 2017 ,Female
Paris,France,2017,Spring,Economics,None,*Brown in France - Paris,Spring 2017 ,Female
Paris,France,2017,Spring,Psychology,,*Brown in France - Paris,Spring 2017 ,Male
Paris,France,2017,Spring,Neuroscience,,*Brown in France - Paris,Spring 2017 ,Male
Paris,France,2017,Spring,Public Policy and American Institutions,,*Brown in France - Paris,Spring 2017 ,Female
Paris,France,2017,Spring,Computer Science,None,*Brown in France - Paris Engineering Program,Spring 2017 ,Female
Paris,France,2018,Spring,Biology,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Public Policy and American Institutions,,*Brown in France - Paris,Spring 2018 ,Male
Paris,France,2018,Spring,Slavic Languages,Theatre Arts and Performance Studies,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,History,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,International Relations,French,*Brown in France - Paris,Spring 2018 ,Male
Paris,France,2018,Spring,Theatre Arts and Performance Studies,Comparative Literature,*Brown in France - Paris,Spring 2018 ,Male
Paris,France,2018,Spring,English Literature,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Comparative Literature,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,English Literature,Music,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Race and Ethnicity in America,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,International Relations,,*Brown in France - Paris,Spring 2018 ,Male
Paris,France,2018,Spring,Comparative Literature,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Economics,Art History,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,History of Art and Architecture,,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Architecture,Modern Culture and Media,*Brown in France - Paris,Spring 2018 ,Male
Paris,France,2018,Spring,Computer Science,Theatre Arts and Performance Studies,*Brown in France - Paris,Spring 2018 ,Female
Paris,France,2018,Spring,Electrical Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female
Paris,France,2018,Spring,Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female
Paris,France,2018,Spring,Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female
Paris,France,2018,Spring,Comparative Literature,,IFE - Internships in Francophone Europe,Spring 2018 ,Female
Prague,Czech Republic,2018,Spring,Visual Art,Modern Culture and Media,CET - Film Studies in Prague (Fall and Spring),Spring 2018 ,Female
Quito,Ecuador,2016,Fall,French,None,IFSA Butler - Pachaysana Institute,Fall 2016 ,Female
Quito,Ecuador,2018,Spring,Music,,IFSA Butler - Pachaysana Institute,Spring 2018 ,Male
Rabat,Morocco,2018,Spring,Psychology,,SIT - Morocco: Multiculturalism and Human Rights,Spring 2018 ,Male
Rio de Janiero,Brazil,2016,Fall,Political Science,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Male
Rio de Janiero,Brazil,2016,Fall,Biology,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female
Rio de Janiero,Brazil,2016,Fall,None,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female
Rio de Janiero,Brazil,2016,Fall,Comparative Literature,Portuguese and Brazilian Studies,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Male
Rio de Janiero,Brazil,2016,Fall,International Relations,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female
Rio de Janiero,Brazil,2017,Fall,Economics,Middle East Studies,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Male
Rio de Janiero,Brazil,2017,Fall,Modern Culture and Media,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female
Rio de Janiero,Brazil,2017,Fall,Economics,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female
Rio de Janiero,Brazil,2017,Fall,Africana Studies,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female
Rio de Janiero,Brazil,2017,Fall,Economics,History,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female
Rio de Janiero,Brazil,2017,Fall,Anthropology,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Male
Rio de Janiero,Brazil,2018,Fall,International Relations,Portuguese and Brazilian Studies,*Brown in Brazil PUC Rio (CASA),Fall 2018 ,Male
Rio de Janiero,Brazil,2018,Fall,International Relations,Economics,*Brown in Brazil PUC Rio (CASA),Fall 2018 ,Male
Rome,Italy,2016,Fall,Visual Art,None,RISD: European Honors Program (EHP) Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2016 ,Female
Rome,Italy,2017,Fall,Architecture,No,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2017 ,Female
Rome,Italy,2018,Fall,Art History,Cognitive Science,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2018 ,Female
Rome,Italy,2018,Fall,Architecture,,RISD: European Honors Program (EHP) Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2018 ,Male
Rome,Italy,2017,Spring,Political Science,Anthropology,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Male
Rome,Italy,2017,Spring,History of Art and Architecture,,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Female
Rome,Italy,2017,Spring,Classics,Economics,Duke University - Intercollegiate Center for Classical Studies Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Female
Rome,Italy,2018,Spring,Classics,Archeology,Duke University - Intercollegiate Center for Classical Studies Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2018 ,Female
Rome,Italy,2018,Spring,Visual Art,,Temple University - Tyler School of ArtRestricted to Students in One or More Specific Concentrations - *See Note,Spring 2018 ,Female
Santiago,Chile,"2017, 2018","Fall, Spring",Environmental Studies,,*Brown in Chile (CASA),Entire Year - Fall 2017 and Spring 2018 ,Female
Santiago,Chile,2016,Fall,International Relations,,*Brown in Chile (CASA),Fall 2016 ,Female
Santiago,Chile,2016,Fall,American Studies,,*Brown in Chile (CASA),Fall 2016 ,Male
Santiago,Chile,2016,Fall,International Relations,,*Brown in Chile (CASA),Fall 2016 ,Male
Santiago,Chile,2017,Fall,Development Studies,Economics,*Brown in Chile (CASA),Fall 2017 ,Female
Santiago,Chile,2018,Fall,Political Science,,*Brown in Chile (CASA),Fall 2018 ,Female
Santiago,Chile,2018,Fall,Public Policy and American Institutions,,*Brown in Chile (CASA),Fall 2018 ,Female
Santiago,Chile,2018,Fall,International Relations,,*Brown in Chile (CASA),Fall 2018 ,Male
Santiago,Chile,2018,Fall,Physics,,*Brown in Chile (CASA),Fall 2018 ,Male
Santiago,Chile,2017,Spring,Comparative Literature,,*Brown in Chile (CASA),Spring 2017 ,Female
Santiago,Chile,2017,Spring,Education,None,*Brown in Chile (CASA),Spring 2017 ,Female
Santiago,Chile,2017,Spring,Environmental Studies,,*Brown in Chile (CASA),Spring 2017 ,Female
Santiago,Chile,2018,Spring,Biology,,*Brown in Chile (CASA),Spring 2018 ,Male
Santiago,Chile,2018,Spring,International Relations,,*Brown in Chile (CASA),Spring 2018 ,Female
Santiago,Chile,2018,Spring,Neuroscience,,*Brown in Chile (CASA),Spring 2018 ,Female
Santiago,Chile,2018,Spring,No,Biology,*Brown in Chile (CASA),Spring 2018 ,Female
Santiago,Chile,2018,Spring,Development Studies,,*Brown in Chile (CASA),Spring 2018 ,Male
Seoul,South Korea,2016,Fall,Computer Science,,"CIEE - Yonsei University, South Korea",Fall 2016 ,Female
Seoul,South Korea,2017,Fall,Political Science,,"CIEE - Yonsei University, South Korea",Fall 2017 ,Male
Seoul,South Korea,2017,Fall,History,,"CIEE - Yonsei University, South Korea",Fall 2017 ,Female
Seoul,South Korea,2018,Fall,Public Policy and American Institutions,,"CIEE - Yonsei University, South Korea",Fall 2018 ,Female
Seoul,South Korea,2017,Spring,International Relations,,"CIEE - Yonsei University, South Korea",Spring 2017 ,Male
Seoul,South Korea,2017,Spring,Public Policy and American Institutions,Economics,Ewha Womans University - Direct Enrollment,Spring 2017 ,Female
Seoul,South Korea,2017,Spring,Biology,,Ewha Womans University - Direct Enrollment,Spring 2017 ,Female
Seoul,South Korea,2018,Spring,Computer Science,,"CIEE - Yonsei University, South Korea",Spring 2018 ,Male
Shanghai,"China, People's Republic of",2016,Fall,Development Studies,East Asian Studies,IFSA-Butler/Alliance: Fudan University,Fall 2016 ,Female
Shanghai,"China, People's Republic of",2017,Fall,Political Science,,IFSA-Butler/Alliance: Fudan University,Fall 2017 ,Female
Shanghai,"China, People's Republic of",2017,Spring,International Relations,,IFSA-Butler/Alliance: Fudan University,Spring 2017 ,Female
Shanghai,"China, People's Republic of",2018,Spring,East Asian Studies,,IFSA-Butler/Alliance: Fudan University,Spring 2018 ,Male
Shanghai,"China, People's Republic of",2018,Spring,None,,IFSA-Butler/Alliance: Fudan University,Spring 2018 ,Female
Singapore,Singapore,2017,Spring,Yes,,National University of Singapore - Direct Enrollment,Spring 2017 ,Female
St. Andrews,United Kingdom,2017,Spring,Computer Science,,*Brown in the U.K. - University of St. Andrews,Spring 2017 ,Female
St. Andrews,United Kingdom,2018,Spring,Physics,,*Brown in the U.K. - University of St. Andrews,Spring 2018 ,Male
St. Petersburg,Russia,2018,Spring,History,,CIEE - St. Petersburg State University,Spring 2018 ,Male
Stockholm,Sweden,"2018, 2019","Fall, Spring",Education,,The Swedish Program,Entire Year - Fall 2018 and Spring 2019 ,Female
Stockholm,Sweden,2016,Fall,None,,The Swedish Program,Fall 2016 ,Female
Stockholm,Sweden,2016,Fall,Economics,History,The Swedish Program,Fall 2016 ,Female
Stockholm,Sweden,2017,Fall,Literary Arts,Economics,The Swedish Program,Fall 2017 ,Female
Stockholm,Sweden,2018,Fall,English Literature,,The Swedish Program,Fall 2018 ,Female
Stockholm,Sweden,2018,Fall,Public Policy and American Institutions,,The Swedish Program,Fall 2018 ,Female
Stockholm,Sweden,2017,Spring,Economics,English Literature,The Swedish Program,Spring 2017 ,Male
Stockholm,Sweden,2017,Spring,Political Science,None,The Swedish Program,Spring 2017 ,Male
Sussex,United Kingdom,"2016, 2017","Fall, Spring",None,,*Brown in the U.K. - University of Sussex,Entire Year - Fall 2016 and Spring 2017 ,Female
Sydney,Australia,2016,Fall,Political Science,,Arcadia University - University of New South Wales,Fall 2016 ,Female
Sydney,Australia,2016,Fall,Economics,Literary Arts,Arcadia University - University of New South Wales,Fall 2016 ,Male
Sydney,Australia,2016,Fall,English Literature,,Arcadia University - University of New South Wales,Fall 2016 ,Female
Sydney,Australia,2016,Fall,Neuroscience,,Arcadia University - University of New South Wales,Fall 2016 ,Female
Sydney,Australia,2017,Fall,Economics,Architecture,Arcadia University - University of New South Wales,Fall 2017 ,Male
Sydney,Australia,2017,Fall,History,,Arcadia University - University of Sydney,Fall 2017 ,Female
Sydney,Australia,2017,Fall,Biology,,Arcadia University - University of Sydney,Fall 2017 ,Female
Sydney,Australia,2018,Fall,Economics,,Arcadia University - University of Sydney,Fall 2018 ,Male
Sydney,Australia,2017,Spring,History,,Arcadia University - University of New South Wales,Spring 2017 ,Female
Sydney,Australia,2017,Spring,None,,Arcadia University - University of Sydney,Spring 2017 ,Male
Sydney,Australia,2017,Spring,Archeology,Egyptology,Arcadia University - University of Sydney,Spring 2017 ,Female
Sydney,Australia,2017,Spring,Yes,,Arcadia University - University of Sydney,Spring 2017 ,Female
Sydney,Australia,2017,Spring,Business (General),,Arcadia University - University of Sydney,Spring 2017 ,Female
Sydney,Australia,2018,Spring,Biology,,Arcadia University - University of New South Wales,Spring 2018 ,Female
Taipei,Taiwan,2017,Fall,International Relations,,CIEE - National Chengchi University,Fall 2017 ,Female
Tel Aviv,Israel,2018,Spring,History,,Tel Aviv University - Direct Enrollment,Spring 2018 ,Female
Thessaloniki,Greece,2016,Fall,None,,American College of Thessaloniki,Fall 2016 ,Male
Thessaloniki,Greece,2017,Fall,Cognitive Neuroscience,,American College of Thessaloniki,Fall 2017 ,Female
Thessaloniki,Greece,2018,Fall,Political Science,,American College of Thessaloniki,Fall 2018 ,Male
Tokyo,Japan,2016,Fall,East Asian Studies,,CIEE - Sophia University,Fall 2016 ,Female
Tokyo,Japan,2017,Spring,Engineering,None,Keio University - Direct Enrollment,Spring 2017 ,Male
Tokyo,Japan,2018,Spring,Linguistics,Public Policy and American Institutions,CIEE - Sophia University,Spring 2018 ,Male
Tokyo,Japan,2018,Spring,Cognitive Neuroscience,,CIEE - Sophia University,Spring 2018 ,Female
Tokyo,Japan,2018,Spring,Natural Sciences,,CIEE - Sophia University,Spring 2018 ,Male
Tokyo,Japan,2018,Spring,Comparative Literature,,Keio University - Direct Enrollment,Spring 2018 ,Male
Tokyo,Japan,2018,Spring,Yes,,Keio University - Direct Enrollment,Spring 2018 ,Male
Tokyo,Japan,2018,Spring,Mechanical Engineering,,Keio University - Direct Enrollment,Spring 2018 ,Male
Tokyo,Japan,2018,Spring,Comparative Literature,,Keio University - Direct Enrollment,Spring 2018 ,Male
Yaroslavl,Russia,2017,Spring,Slavic Languages,English Literature,Middlebury College - Yaroslavl State University,Spring 2017 ,Female